2023-07-17 18:36:34.638623, 6,1.140574730949885963e-02 -3.858224444147058396e-02 2.458099339556119589e-01 -2.518819725049080027e+00 1.219865964367892852e+00 5.971594988199487863e-01 
2023-07-17 18:36:35.077342, 6,2.763299388817685824e-03 -1.903030366311395799e-02 2.444202129651977251e-01 -2.613841785864430722e+00 1.407143744525592766e+00 2.149208612522818529e-01 
2023-07-17 18:36:35.471916, 6,-5.673550147050173548e-03 4.487290384704159703e-03 2.274372443976949709e-01 -2.588108244847446837e+00 1.635689777987457516e+00 6.847782355316650582e-02 
2023-07-17 18:36:35.706056, 0,3.217186458039298508e-02 -7.305197925865648811e-02 2.368297902372399899e-01 -2.572578542212774266e+00 1.621003403788838115e+00 8.637502768148865029e-02 
2023-07-17 18:36:36.061089, 6,-7.381324168993643603e-03 6.265453830459930679e-03 2.447678464531120868e-01 -2.551995223344303287e+00 1.693195244802665034e+00 3.954667017725452260e-02 
2023-07-17 18:36:36.179221, 0,2.713799039374015579e-02 -7.351332168722164717e-02 2.371888628632232154e-01 -2.537750878194069415e+00 1.692092090166311902e+00 4.604071722914283155e-02 
2023-07-17 18:36:36.461570, 6,-8.046698269127627867e-03 -9.035910389847065516e-04 2.301449608701005844e-01 -2.481673145534065039e+00 1.755524401052089623e+00 -4.848188878749348091e-02 
2023-07-17 18:36:36.608341, 0,2.120724278469047694e-02 -8.277572837843065467e-02 2.423384184028117005e-01 -2.455577655071945919e+00 1.740074490029867693e+00 5.270138905686837238e-02 
2023-07-17 18:36:36.881151, 6,-8.207343661843273519e-03 -5.330515310301470362e-03 2.304427856322285861e-01 -2.410531366838811085e+00 1.890164159977779867e+00 2.500031567190136306e-02 
2023-07-17 18:36:37.001532, 0,1.189984958198391819e-02 -8.371459725225396942e-02 2.256757062057028473e-01 -2.397979586846223032e+00 1.879801514283517161e+00 4.898764969678369441e-02 
2023-07-17 18:36:37.298768, 6,-7.450131765087107845e-03 -6.802278274498683476e-03 2.284232535588184287e-01 -2.387624585106936426e+00 1.953639518511909312e+00 6.262916234785136094e-03 
2023-07-17 18:36:37.416898, 0,9.431704741587455462e-03 -8.584007175082709884e-02 2.236937775196896627e-01 -2.359747947613204833e+00 1.934636600943523410e+00 4.822032721330016952e-02 
2023-07-17 18:36:37.704643, 6,-5.292696225296668854e-03 -5.376091602350184864e-03 2.273294080222091340e-01 -2.354169071667999269e+00 1.979087466393342876e+00 1.894983304874868490e-02 
2023-07-17 18:36:37.827098, 0,9.393987023730329677e-03 -8.487720967478606937e-02 2.221832737873702113e-01 -2.356916668227256206e+00 1.977865212731330979e+00 6.070875345464373657e-02 
2023-07-17 18:36:38.098193, 6,-3.924923029582591885e-03 -3.180022235620468679e-03 2.263912681406319294e-01 -2.327542209982116361e+00 2.026018643575900224e+00 2.922192983045180173e-02 
2023-07-17 18:36:38.227482, 0,8.109502530673702234e-03 -8.302085579186052611e-02 2.209080332289955206e-01 -2.317225138483554492e+00 2.012869431575330381e+00 7.361533974127933144e-02 
2023-07-17 18:36:38.512844, 6,-4.001598402135912551e-03 -2.232125168722370987e-04 2.248695126212142403e-01 -2.280400620382527777e+00 2.067506948619409091e+00 4.926579719165267990e-02 
2023-07-17 18:36:38.640329, 0,4.697860144521480603e-03 -8.065797809791851181e-02 2.198122628767321118e-01 -2.272640871808959684e+00 2.064119265724189578e+00 5.698382966698458535e-02 
2023-07-17 18:36:38.934522, 6,-4.123523287830626986e-03 1.479363032174215147e-03 2.234880240459061473e-01 -2.252148870113996004e+00 2.150582685692719043e+00 2.281916523930271196e-02 
2023-07-17 18:36:39.057386, 0,5.191795667739785907e-04 -7.914101175001866939e-02 2.183370621544517554e-01 -2.227686801277474871e+00 2.123831874052969582e+00 8.605207425352644213e-02 
2023-07-17 18:36:39.350932, 6,-3.288463068774998867e-03 2.781387832690616294e-03 2.226041992326927010e-01 -2.229385184188895419e+00 2.182917310639993058e+00 6.730686494603815850e-02 
2023-07-17 18:36:39.469720, 0,-7.728787623216639736e-04 -7.791832310566552955e-02 2.173586466945086615e-01 -2.205047138174649479e+00 2.155655749263512000e+00 9.882319834885416876e-02 
2023-07-17 18:36:39.727639, 6,-1.574453290815655375e-03 3.541136392214038007e-03 2.230032378050679776e-01 -2.228842176025327415e+00 2.196953621360521858e+00 6.433752375897387743e-02 
2023-07-17 18:36:39.874884, 0,4.756588091107247685e-04 -7.713213414445059535e-02 2.179747041905242544e-01 -2.208110705227949833e+00 2.173410537684377530e+00 7.154264682605249170e-02 
2023-07-17 18:36:40.175816, 6,4.616568834226633233e-04 4.273430783214991931e-03 2.245755513087518418e-01 -2.240222434023415143e+00 2.178079078374809185e+00 5.309061208989026420e-02 
2023-07-17 18:36:40.297633, 0,3.494756267840367844e-03 -7.651033657865050075e-02 2.206445771875530648e-01 -2.222332036741442085e+00 2.161886446259146499e+00 8.119385761891251274e-02 
2023-07-17 18:36:40.549970, 6,2.458642421356824464e-03 3.278300122335443042e-03 2.245592580829115503e-01 -2.248968729514801090e+00 2.183680824701910606e+00 7.896984224093349380e-02 
2023-07-17 18:36:40.696612, 0,5.794352739796354394e-03 -7.873557384466119136e-02 2.238468925571044654e-01 -2.226184376492042372e+00 2.149690326744372992e+00 1.135126160808553886e-01 
2023-07-17 18:36:40.960457, 6,3.513882703483921580e-03 3.325951270320704357e-03 2.247187776605718001e-01 -2.240245005856051463e+00 2.173544537175463365e+00 7.331021297623761812e-02 
2023-07-17 18:36:41.103683, 0,6.765059921938812969e-03 -7.752606540399820112e-02 2.204286953857615972e-01 -2.237237094220533518e+00 2.160767561135247927e+00 1.030538078530776891e-01 
2023-07-17 18:36:41.398526, 6,8.722734482699542879e-03 2.157120851395903649e-03 2.239203676733027004e-01 2.207559892923922629e+00 -2.195323506123152413e+00 -1.055501820856761253e-01 
2023-07-17 18:36:41.519313, 0,9.879456168467509042e-03 -7.844583983430140905e-02 2.185828295365467022e-01 2.228141614815434490e+00 -2.213459394787949730e+00 -1.541824523872997177e-01 
2023-07-17 18:36:41.800373, 6,1.001768948786682482e-02 3.101045819084146619e-03 2.224200269891227488e-01 2.177273531329988465e+00 -2.194056292765702132e+00 -1.338187082255210825e-01 
2023-07-17 18:36:41.937185, 0,1.007343506704346837e-02 -7.759901516291045631e-02 2.175972137895616221e-01 2.192294030146318295e+00 -2.203077720145898866e+00 -1.917920200287041854e-01 
2023-07-17 18:36:42.191922, 6,1.299416739664299367e-02 4.300655924497557084e-03 2.208867825193328582e-01 2.145302332281524116e+00 -2.195052667807761981e+00 -1.758566685030651111e-01 
2023-07-17 18:36:42.336272, 0,1.159684038287858536e-02 -7.618332033431887695e-02 2.159409073419303049e-01 2.154164024237603670e+00 -2.196925560138523359e+00 -2.204848454579185768e-01 
2023-07-17 18:36:42.624941, 6,1.505380151366255553e-02 4.086769887049533298e-03 2.209904455336547946e-01 2.124512478395691240e+00 -2.207545010227261351e+00 -2.227457211387295910e-01 
2023-07-17 18:36:42.755759, 0,1.258367389142563304e-02 -7.661964713072200173e-02 2.167498416167407127e-01 2.129674194563323741e+00 -2.209033884752231280e+00 -2.308234651086523426e-01 
2023-07-17 18:36:43.011614, 6,1.599314719920742409e-02 4.476440637552004179e-03 2.206878261503480154e-01 2.130476079810590839e+00 -2.214690949566338496e+00 -2.256205651685528335e-01 
2023-07-17 18:36:43.173683, 0,1.342587846553542491e-02 -7.602969519231572715e-02 2.163495646465450617e-01 2.118459959610297094e+00 -2.194340635183988919e+00 -2.377962855628713845e-01 
2023-07-17 18:36:43.464925, 6,5.414757158131628528e-03 -1.480487594306388772e-03 2.198798293082635802e-01 -2.387903958165328522e+00 1.769245049880707965e+00 -1.646700630510095908e-01 
2023-07-17 18:36:43.583129, 0,3.173171555017456624e-02 -9.053929114751128882e-02 2.504621447094099729e-01 2.484809470701323075e+00 -1.768546161717848841e+00 -6.524743447862419998e-01 
2023-07-17 18:36:43.881711, 6,2.592563746286275644e-02 -8.410349992046695089e-02 2.275852430621332356e-01 -2.629429579040583054e+00 1.371263101097966119e+00 5.596188654076788421e-02 
2023-07-17 18:37:02.528529, 6,-1.830424028915240628e-02 -5.623668830223094162e-02 2.343936712342045980e-01 -2.484858153479910570e+00 1.090537519939512645e+00 4.151189658800910065e-01 
2023-07-17 18:37:02.920584, 6,-2.963390646239352083e-02 -2.742979625464916221e-02 2.400534710761875745e-01 -2.550476457447565792e+00 1.350697981545478710e+00 8.249242906962231392e-02 
2023-07-17 18:37:03.146063, 0,2.053725837673696722e-02 -9.974920577095719443e-02 2.306334801300584658e-01 -2.608289165153319988e+00 1.381367689881376482e+00 1.243813340420614200e-01 
2023-07-17 18:37:03.455854, 6,-2.084672133287151716e-02 -7.420408092155452405e-03 2.255975426143752016e-01 -2.630792881588020826e+00 1.684848672970859829e+00 -1.163400044937819566e-01 
2023-07-17 18:37:03.762313, 0,1.499968264787918636e-02 -8.621658505197792033e-02 2.335171890289338414e-01 -2.576861531374452063e+00 1.625934478639376124e+00 7.728106177628291107e-02 
2023-07-17 18:37:04.063764, 6,-9.823243065746624023e-03 -4.587098316227830770e-03 2.267034582800799558e-01 -2.311942051987175617e+00 2.066190328357120798e+00 5.254710698456239309e-02 
2023-07-17 18:37:04.222212, 0,1.523689350043945795e-05 -8.479073729661608383e-02 2.220045323478016808e-01 -2.306567628537009806e+00 2.058433110425716972e+00 7.028810666069046365e-02 
2023-07-17 18:37:04.501958, 6,-9.576037057384389692e-03 -3.808351510870150187e-03 2.272781238992896136e-01 -2.287287015515304223e+00 2.086857129263341104e+00 -3.138620784449760309e-02 
2023-07-17 18:37:04.640770, 0,-1.400004076633273344e-03 -8.427780626691525057e-02 2.244458481033264896e-01 -2.272974823031008729e+00 2.073843043443609258e+00 2.399283724504356480e-02 
2023-07-17 18:37:04.897827, 6,-8.616750948692864995e-03 -4.116729626361384162e-03 2.284344790526978142e-01 -2.282170500858335060e+00 2.071729862847726533e+00 -2.832206797020507191e-03 
2023-07-17 18:37:05.046160, 0,7.589023288948142890e-05 -8.450957702502392976e-02 2.250161970055636340e-01 -2.283857337253953901e+00 2.070479539785772261e+00 1.325485888979586503e-02 
2023-07-17 18:37:05.339365, 6,-1.069026316808870808e-02 -4.168126836140774970e-03 2.277885761877199433e-01 -2.281790211914044075e+00 2.074931935129435967e+00 2.006637186866984477e-03 
2023-07-17 18:37:05.457540, 0,-2.229255004654612498e-03 -8.454139742044290695e-02 2.240662671801491590e-01 -2.264082601125253724e+00 2.062980925036363988e+00 6.567153156275483926e-03 
2023-07-17 18:37:05.742985, 6,-1.856304116099636442e-02 -5.386203816078225827e-03 2.293112152657970082e-01 -2.272846262429220054e+00 1.838826023501560769e+00 1.611791503514654889e-02 
2023-07-17 18:37:05.868326, 0,-2.174859038971011654e-03 -9.250540220362279964e-02 2.452123033903476912e-01 -2.287176004786307448e+00 1.875275369968635975e+00 1.770986836673851459e-04 
2023-07-17 18:37:06.139200, 6,-2.838234662906623934e-02 -7.101475229743809368e-03 2.263722553197576315e-01 -2.363787204205437753e+00 1.839437159693174451e+00 -1.033908026445639894e-01 
2023-07-17 18:37:06.280803, 0,-8.371700515408080079e-03 -9.172155056141735596e-02 2.415361856623048087e-01 -2.350881228925862487e+00 1.827548002490550605e+00 -1.175929564363116797e-01 
2023-07-17 18:37:06.572092, 6,-2.908916562282931259e-02 -8.652391654082377398e-03 2.449663864786166267e-01 -2.428052845601525789e+00 1.804385548796919370e+00 -3.952859945968602989e-02 
2023-07-17 18:37:06.688867, 0,-3.693827188916605237e-03 -9.166911491393500699e-02 2.414372602600058093e-01 -2.390029407223410729e+00 1.796940431573933461e+00 -1.203792128822196439e-01 
2023-07-17 18:37:06.983208, 6,-1.540070472715048162e-02 -1.051284111379302902e-02 2.250405668993726294e-01 -2.497606531479820369e+00 1.660659974066808431e+00 4.445706400321260132e-02 
2023-07-17 18:37:07.108770, 0,1.852220562692163952e-02 -9.560282685733846597e-02 2.495258331621791059e-01 -2.409414107494044721e+00 1.615892864203667845e+00 5.031652014300218301e-02 
2023-07-17 18:37:07.357798, 6,-9.320839114318149599e-03 -9.436005841611598902e-03 2.257745065944354312e-01 -2.615346546503938718e+00 1.552595340947004132e+00 -4.868177030531621596e-02 
2023-07-17 18:37:07.509426, 0,3.266946180727461901e-02 -8.654157908022787338e-02 2.397247904940324470e-01 -2.613366403624577394e+00 1.560441786713817391e+00 -1.647230939107741446e-02 
2023-07-17 18:37:07.767584, 6,-7.699046208874272233e-03 -5.663109596723585847e-03 2.267644178351528317e-01 -2.657263525379363056e+00 1.510719395008195409e+00 -5.148394549922910741e-03 
2023-07-17 18:37:07.922915, 0,3.752534092603320576e-02 -8.104617104736266953e-02 2.421300329371153248e-01 -2.651300552635859731e+00 1.486490127665119010e+00 3.021269731201045236e-02 
2023-07-17 18:37:08.209776, 6,-1.051280850995329683e-02 -4.292384972089812942e-03 2.233610890274236316e-01 -2.607709905837723774e+00 1.410779784104723822e+00 7.978255438260496712e-02 
2023-07-17 18:37:08.397755, 0,3.788477347548426660e-02 -7.831603670688994101e-02 2.452727094932616037e-01 -2.673754469720694082e+00 1.435127245231469617e+00 6.004624027409592724e-02 
2023-07-17 18:37:08.709471, 6,-2.521977448979334860e-02 -6.629927699306734784e-03 2.426007861620729789e-01 -2.643305829661318107e+00 1.406460870700101617e+00 -1.161690408014935255e-01 
2023-07-17 18:37:08.849251, 0,2.449237380182228696e-02 -7.945222375306988660e-02 2.441019193996740166e-01 -2.651654376838894489e+00 1.393593599634559865e+00 8.818726049541383838e-03 
2023-07-17 18:37:09.142055, 6,-2.941606239612297793e-02 -8.093569909231984952e-03 2.193486934218473461e-01 -2.652087405885190652e+00 1.414460225120723669e+00 -8.856062855620178143e-02 
2023-07-17 18:37:09.263551, 0,1.774226655912669592e-02 -8.095489839197864135e-02 2.372524597482848496e-01 -2.629584963831832045e+00 1.396518620130524413e+00 -4.814541163233856946e-02 
2023-07-17 18:37:09.534205, 6,-2.771062478481309960e-02 -2.247253217763921923e-02 2.315895726930939091e-01 -2.564221078323140279e+00 1.209703290211956883e+00 4.145818898568515709e-01 
2023-07-17 18:37:09.673903, 0,2.625004732891453654e-02 -9.412409995761616965e-02 2.386632852108756531e-01 -2.685357343666611829e+00 1.353986486640529119e+00 -2.261918289652967984e-01 
